show_id,type,title,director,date_added,release_year,rating,duration,listed_in,Platform
s639,Movie,The American Royal Baby,,"June 7, 2021",2021,6.6,,News,Hulu
s640,TV Show,The Chase,,"June 7, 2021",2021,5.4,1 Season,"Game Shows, Reality",Hulu
s641,TV Show,The Insider: Reggie Yates,,"June 7, 2021",2016,5.9,2 Seasons,"Crime, Documentaries",Hulu
s642,TV Show,Tom Kerridge's American Feast,,"June 7, 2021",2019,7.3,1 Season,Documentaries,Hulu
s643,TV Show,Little Birds,,"June 6, 2021",2020,6.8,1 Season,"Drama, Romance",Hulu
s644,TV Show,The Kings,,"June 6, 2021",2021,5.9,1 Season,"Documentaries, Sports",Hulu
s645,Movie,Juan Luis Guerra 4.40: Entre Mar y Palmeras,,"June 4, 2021",2021,7.0,,"Documentaries, International, Latino",Hulu
s646,TV Show,Quest for the Stanley Cup,,"June 4, 2021",2018,8.8,4 Seasons,"Documentaries, Sports",Hulu
s647,Movie,A Glitch in the Matrix,,"June 3, 2021",2021,8.2,109 min,Documentaries,Hulu
s648,Movie,Night of the Kings,,"June 3, 2021",2020,5.2,93 min,"Drama, International",Hulu
s649,TV Show,America's Got Talent,,"June 2, 2021",2006,,1 Season,"Family, Music, Reality",Hulu
s650,TV Show,E60,,"June 2, 2021",2017,5.8,2 Seasons,"Documentaries, Sports",Hulu
s651,TV Show,American Ninja Warrior,,"June 1, 2021",2012,7.2,1 Season,"Action, Adventure, Family",Hulu
s652,Movie,Bloody Sunday,,"June 1, 2021",2002,6.8,111 min,"Drama, History",Hulu
s653,Movie,Changing the Game,,"June 1, 2021",2021,7.6,91 min,Documentaries,Hulu
s654,TV Show,Drag SOS,,"June 1, 2021",2019,6.4,1 Season,Reality,Hulu
s655,Movie,Fun in Acapulco,,"June 1, 2021",1963,8.5,97 min,"Comedy, Music",Hulu
s656,Movie,Hanging Up,,"June 1, 2021",2000,5.9,95 min,Comedy,Hulu
s657,TV Show,HouseBroken,,"June 1, 2021",2021,4.9,1 Season,"Adult Animation, Comedy, Sitcom",Hulu
s658,Movie,Hud,,"June 1, 2021",1963,6.4,112 min,"Action, Adventure, Drama",Hulu
s659,TV Show,Inside Missguided,,"June 1, 2021",2020,7.8,1 Season,Reality,Hulu
s660,TV Show,Into,,"June 1, 2021",2020,5.0,1 Season,Documentaries,Hulu
s661,Movie,Last Chance Harvey,,"June 1, 2021",2008,3.5,93 min,"Drama, Romance",Hulu
s662,Movie,Revolutionary Road,,"June 1, 2021",2008,6.6,119 min,"Drama, Romance",Hulu
s663,Movie,Rules Of Engagement,,"June 1, 2021",2000,7.3,128 min,"Black Stories, Comedy, Drama",Hulu
s664,Movie,Savage State,,"June 1, 2021",2019,7.4,121 min,"Adventure, Drama",Hulu
s665,TV Show,Sex Party 101,,"June 1, 2021",2019,5.1,1 Season,Documentaries,Hulu
s666,Movie,Silence,,"June 1, 2021",2016,5.9,161 min,"Drama, History",Hulu
s667,Movie,Switchback,,"June 1, 2021",1997,7.1,118 min,"Crime, Mystery, Thriller",Hulu
s668,Movie,The Adventures of Tintin: The Secret of the Unicorn,,"June 1, 2021",2011,6.4,107 min,"Action, Adventure, Family",Hulu
s669,Movie,The Cookout,,"June 1, 2021",2004,6.8,88 min,"Black Stories, Comedy, Drama",Hulu
s670,Movie,The Love Letter,,"June 1, 2021",1999,3.8,87 min,"Comedy, Drama, Romance",Hulu
s671,Movie,The Time Machine,,"June 1, 2021",2002,7.2,96 min,"Action, Adventure, Science Fiction",Hulu
s672,Movie,To Die For,,"June 1, 2021",1995,6.0,106 min,"Comedy, Drama, Thriller",Hulu
s673,Movie,Walking Tall,,"June 1, 2021",1973,6.8,125 min,"Action, Adventure, Crime",Hulu
s674,Movie,Wayne's World 2,,"June 1, 2021",1993,6.3,95 min,"Comedy, Music",Hulu
s675,Movie,Young Adult,,"June 1, 2021",2011,6.2,94 min,"Comedy, Drama, Romance",Hulu
s676,TV Show,Duncanville,,"May 31, 2021",2020,6.3,2 Seasons,"Adult Animation, Comedy, Sitcom",Hulu
s677,Movie,The Donut King,,"May 31, 2021",2020,6.3,99 min,Documentaries,Hulu
s678,Movie,The World to Come,,"May 31, 2021",2020,7.1,105 min,"Drama, LGBTQ+, Romance",Hulu
s679,Movie,Lavell Crawford: The Comedy Vaccine,,"May 28, 2021",2021,6.4,,"Comedy, Stand Up",Hulu
s680,TV Show,My 600-lb Life,,"May 28, 2021",2014,5.5,2 Seasons,"Documentaries, Health & Wellness, Lifestyle & Culture",Hulu
s681,Movie,The Vigil,,"May 28, 2021",2019,6.7,90 min,"Horror, Thriller",Hulu
s682,TV Show,Unusual Suspects,,"May 28, 2021",2010,5.8,8 Seasons,"Crime, Documentaries, Mystery",Hulu
s683,TV Show,Unusual Suspects: Deadly Intent,,"May 28, 2021",2017,7.5,1 Season,"Crime, Documentaries, Drama",Hulu
s684,TV Show,Crime Scene Kitchen,,"May 27, 2021",2021,7.5,1 Season,"Cooking & Food, Lifestyle & Culture, Reality",Hulu
s685,TV Show,Narco Wars,,"May 27, 2021",2020,7.6,2 Seasons,"Crime, Documentaries, Drama",Hulu
s686,TV Show,Press Your Luck,,"May 27, 2021",2019,8.4,2 Seasons,"Game Shows, Reality",Hulu
s687,TV Show,"The $100,000 Pyramid",,"May 27, 2021",2016,6.6,1 Season,"Game Shows, Reality",Hulu
s688,TV Show,The Bachelor,,"May 27, 2021",1999,6.3,2 Seasons,"Reality, Romance",Hulu
s689,TV Show,The Bold Type,,"May 27, 2021",2017,5.1,5 Seasons,"Black Stories, Drama, Lifestyle & Culture",Hulu
s690,TV Show,After Floyd: The Year that Shook the World,,"May 26, 2021",2021,7.8,1 Season,"Documentaries, News",Hulu
s691,TV Show,Mike Tyson: The Knockout,,"May 26, 2021",2021,,1 Season,Documentaries,Hulu
s692,TV Show,Mr Inbetween,,"May 26, 2021",2018,8.0,3 Seasons,"Crime, Drama",Hulu
s693,TV Show,Baewatch: Parental Guidance,,"May 25, 2021",2019,8.7,1 Season,Reality,Hulu
s694,TV Show,Escape from the City,,"May 25, 2021",2019,,1 Season,Lifestyle & Culture,Hulu
s695,TV Show,The Farmer Wants A Wife,,"May 25, 2021",2007,8.0,4 Seasons,"Reality, Romance",Hulu
s696,TV Show,The Ultimate Fighter,,"May 25, 2021",2013,4.7,29 Seasons,"Reality, Sports",Hulu
s697,Movie,Vanguard,,"May 24, 2021",2020,7.8,108 min,"Action, Thriller",Hulu
s698,TV Show,Flatbush Misdemeanors,,"May 21, 2021",2021,4.7,1 Season,Comedy,Hulu
s699,TV Show,Marvel's M.O.D.O.K.,,"May 21, 2021",2021,6.8,1 Season,"Adult Animation, Comedy, Science Fiction",Hulu
s700,Movie,Red Dawn,,"May 19, 2021",2012,6.4,93 min,"Action, Adventure",Hulu
s701,TV Show,Tulsa's Buried Truth,,"May 19, 2021",2021,6.3,1 Season,"History, News",Hulu
s702,TV Show,My Little Pony: Pony Life en Español,,"May 18, 2021",2020,,1 Season,"Kids, Latino",Hulu
s703,Movie,Supernova,,"May 18, 2021",2020,4.9,95 min,"Drama, LGBTQ+, Romance",Hulu
s704,Movie,Supernova en Español,,"May 18, 2021",2020,6.9,95 min,"Drama, LGBTQ+, Romance",Hulu
s705,TV Show,Death and Nightingales,,"May 16, 2021",2018,,1 Season,"Drama, History",Hulu
s706,Movie,A Perfect Ending,,"May 15, 2021",2012,6.4,110 min,"Drama, LGBTQ+, Romance",Hulu
s707,Movie,ABC News Live Honors Asian Pacific American Heritage Month: Bridging Generations,,"May 15, 2021",2021,5.6,,News,Hulu
s708,Movie,Cowboys,,"May 15, 2021",2020,,86 min,"Action, Adventure, Drama",Hulu
s709,TV Show,Galacticos,,"May 15, 2021",2021,6.5,1 Season,Sports,Hulu
s710,Movie,Good Kisser,,"May 15, 2021",2019,6.9,75 min,"Comedy, Drama, LGBTQ+",Hulu
s711,Movie,LaLiga Center,,"May 15, 2021",2019,4.3,,Sports,Hulu
s712,TV Show,LaLiga Top Moments,,"May 15, 2021",2019,,1 Season,Sports,Hulu
s713,Movie,Mosquita y Mari,,"May 15, 2021",2012,,85 min,"Drama, LGBTQ+, Romance",Hulu
s714,TV Show,Pride,,"May 15, 2021",2021,6.3,1 Season,"Documentaries, LGBTQ+",Hulu
s715,Movie,Reaching for the Moon,,"May 15, 2021",2013,7.8,114 min,"Documentaries, Drama, LGBTQ+",Hulu
s716,Movie,The Mountain Between Us,,"May 15, 2021",2017,5.4,112 min,"Adventure, Drama, Romance",Hulu
s717,Movie,Tru Love,,"May 15, 2021",2013,6.4,88 min,"Drama, LGBTQ+, Romance",Hulu
s718,Movie,UFC 262,,"May 15, 2021",2021,6.5,,Sports,Hulu
s719,Movie,United States of LaLiga,,"May 15, 2021",2019,7.4,,Sports,Hulu
s720,Movie,MLK/FBI,,"May 14, 2021",2020,,106 min,"Black Stories, Documentaries",Hulu
s721,Movie,Saint Maud,,"May 13, 2021",2019,7.0,85 min,Horror,Hulu
s722,Movie,Some Kind of Heaven,,"May 13, 2021",2020,6.7,83 min,Documentaries,Hulu
s723,TV Show,The Crime of the Century,,"May 11, 2021",2021,7.2,1 Season,Documentaries,Hulu
s724,Movie,Robot & Frank,,"May 9, 2021",2012,8.1,89 min,"Comedy, Drama, Science Fiction",Hulu
s725,Movie,Little Fish,,"May 7, 2021",2020,7.0,101 min,"Drama, Romance, Science Fiction",Hulu
s726,TV Show,Eyewitness to a Pandemic,,"May 6, 2021",2020,6.9,1 Season,Documentaries,Hulu
s727,Movie,Looking For Lady Day,,"May 6, 2021",2021,5.9,,Documentaries,Hulu
s728,TV Show,"Total Recall(ed): The Story of America's Largest, Wildest Recall Election",,"May 6, 2021",2021,7.4,1 Season,Documentaries,Hulu
s729,Movie,Shadow in the Cloud,,"May 5, 2021",2020,,83 min,"Action, Adventure, Horror",Hulu
s730,Movie,Skyfall,,"May 5, 2021",2012,5.0,143 min,"Action, Adventure, Thriller",Hulu
s731,TV Show,Deadly Women,,"May 4, 2021",2013,7.8,6 Seasons,"Crime, Documentaries, Drama",Hulu
s732,TV Show,Homicide Hunter,,"May 4, 2021",2013,7.9,7 Seasons,"Crime, Documentaries",Hulu
s733,Movie,Love Sarah,,"May 4, 2021",2020,8.7,98 min,"Comedy, Romance",Hulu
s734,TV Show,Naked and Afraid,,"May 4, 2021",2013,6.2,2 Seasons,"Adventure, Documentaries, Reality",Hulu
s735,TV Show,Pikwik Pack,,"May 4, 2021",2020,6.6,1 Season,"Adventure, Kids",Hulu
s736,Movie,The Legend of Baron To'a,,"May 3, 2021",2020,8.4,106 min,"Action, Comedy",Hulu
s737,Movie,Flight,,"May 2, 2021",2012,6.4,139 min,"Black Stories, Drama, Family",Hulu
s738,Movie,An Elephant's Journey,,"May 1, 2021",2017,5.3,90 min,"Adventure, Drama",Hulu
s739,TV Show,Are You the One?,,"May 1, 2021",2014,5.6,3 Seasons,"Reality, Romance",Hulu
s740,TV Show,Bad Girls Club,,"May 1, 2021",2006,6.6,4 Seasons,"Comedy, Reality",Hulu
s741,Movie,Blast From the Past,,"May 1, 2021",1999,5.0,112 min,"Comedy, Romance",Hulu
s742,TV Show,Blind Date,,"May 1, 2021",2019,6.7,1 Season,"Comedy, Reality, Romance",Hulu
s743,Movie,Blue Chips,,"May 1, 2021",1994,5.9,108 min,"Drama, Sports",Hulu
s744,Movie,Bound,,"May 1, 2021",1996,6.3,109 min,"Crime, Drama, LGBTQ+",Hulu
s745,TV Show,Dating: No Filter,,"May 1, 2021",2019,7.3,2 Seasons,"Comedy, Reality, Romance",Hulu
s746,Movie,Dr. Bird's Advice for Sad Poets,,"May 1, 2021",2021,6.8,109 min,"Comedy, Drama",Hulu
s747,Movie,Grudge Match,,"May 1, 2021",2013,6.0,113 min,Comedy,Hulu
s748,TV Show,I Am Cait,,"May 1, 2021",2015,6.4,2 Seasons,"Documentaries, Drama, LGBTQ+",Hulu
s749,Movie,I Love You Phillip Morris,,"May 1, 2021",2010,3.6,98 min,"Comedy, Drama, LGBTQ+",Hulu
s750,Movie,Junior,,"May 1, 2021",1994,6.6,110 min,"Comedy, Romance",Hulu
s751,TV Show,Married to Medicine,,"May 1, 2021",2013,4.7,6 Seasons,"Reality, Romance",Hulu
s752,Movie,Resident Evil: Apocalypse,,"May 1, 2021",2004,6.0,94 min,"Action, Adventure, Horror",Hulu
s753,Movie,Resident Evil: Extinction,,"May 1, 2021",2007,6.1,94 min,"Action, Adventure, Horror",Hulu
s754,TV Show,Shahs of Sunset,,"May 1, 2021",2012,6.2,6 Seasons,"Reality, Romance",Hulu
s755,TV Show,Texicanas,,"May 1, 2021",2019,4.9,1 Season,Reality,Hulu
s756,Movie,The Age of Adaline,,"May 1, 2021",2015,5.6,113 min,"Drama, Romance, Science Fiction",Hulu
s757,Movie,The Indian in the Cupboard,,"May 1, 2021",1995,7.2,96 min,"Drama, Family, Kids",Hulu
s758,Movie,The Jackal,,"May 1, 2021",1997,6.0,124 min,"Action, Adventure, Drama",Hulu
s759,Movie,We Were Soldiers,,"May 1, 2021",2002,8.1,139 min,"Action, Adventure, Drama",Hulu
s760,Movie,The Judge,,"April 30, 2021",2014,7.2,142 min,"Crime, Drama",Hulu
s761,Movie,The Night,,"April 30, 2021",2020,7.4,105 min,"Horror, Thriller",Hulu
s762,Movie,Presidential Address to Congress and the Nation and the Republican Response,,"April 29, 2021",2021,7.4,,News,Hulu
s763,Movie,Arrival,,"April 28, 2021",2016,,116 min,"Drama, Horror, Science Fiction",Hulu
s764,TV Show,The Handmaid's Tale,,"April 28, 2021",2017,7.9,4 Seasons,"Drama, Science Fiction",Hulu
s765,Movie,Sesame Street: 50 Years of Sunny Days,,"April 27, 2021",2021,8.3,,"Documentaries, News",Hulu
s766,TV Show,Exposure,,"April 26, 2021",2021,6.8,1 Season,"Lifestyle & Culture, Reality",Hulu
s767,TV Show,Una Familia Moderna,,"April 25, 2021",2014,8.4,11 Seasons,"Comedy, Latino, Sitcom",Hulu
s768,Movie,Wild Mountain Thyme,,"April 25, 2021",2020,8.5,102 min,"Comedy, Romance",Hulu
s769,Movie,UFC 261: Early Prelims and Prelims,,"April 24, 2021",2021,5.8,,Sports,Hulu
s770,Movie,Billie,,"April 23, 2021",2019,7.4,98 min,"Black Stories, Documentaries, Music",Hulu
s771,Movie,Better Days,,"April 22, 2021",2019,6.7,136 min,Drama,Hulu
s772,Movie,Breaking Fast,,"April 22, 2021",2020,7.6,92 min,"Comedy, Drama, LGBTQ+",Hulu
s773,TV Show,Greta Thunberg: A Year to Change the World,,"April 22, 2021",2021,6.7,1 Season,Documentaries,Hulu
s774,TV Show,Cruel Summer,,"April 21, 2021",2021,5.4,1 Season,"Drama, Mystery, Thriller",Hulu
s775,Movie,It's Not Too Late: Earth Day Special,,"April 20, 2021",2021,7.4,,News,Hulu
s776,Movie,Memories of Murder,,"April 20, 2021",2003,,131 min,"Crime, Drama, Horror",Hulu
s777,TV Show,More in Common,,"April 20, 2021",2020,8.1,1 Season,News,Hulu
s778,TV Show,Sasquatch,,"April 20, 2021",2021,,1 Season,Documentaries,Hulu
s779,Movie,Set the Record Straight: The Jam Master Jay Case,,"April 19, 2021",2021,5.4,,"Crime, Documentaries, Music",Hulu
s780,Movie,The Lynching of Henry ‘Peg’ Gilbert,,"April 19, 2021",2020,7.2,,Documentaries,Hulu
s781,TV Show,Confronting a Serial Killer,,"April 18, 2021",2021,,1 Season,"Crime, Documentaries",Hulu
s782,Movie,Modern Persuasion,,"April 17, 2021",2020,6.0,87 min,Romance,Hulu
s783,Movie,Sister of the Groom,,"April 17, 2021",2020,4.9,92 min,"Comedy, Drama, Romance",Hulu
s784,TV Show,The New Electric Company,,"April 17, 2021",2009,4.7,3 Seasons,"Family, Kids",Hulu
s785,TV Show,Celebrity Best Home Cook,,"April 16, 2021",2021,,1 Season,"Cooking & Food, Lifestyle & Culture, Reality",Hulu
s786,Movie,Fly Like a Girl,,"April 16, 2021",2020,8.4,85 min,Documentaries,Hulu
s787,Movie,Songbird,,"April 16, 2021",2021,7.6,85 min,Thriller,Hulu
s788,Movie,Deep in Vogue,,"April 15, 2021",2019,4.8,63 min,"Documentaries, LGBTQ+",Hulu
s789,TV Show,The Life And Legend Of Wyatt Earp,,"April 15, 2021",1955,6.4,6 Seasons,"Action, Adventure, Drama",Hulu
s790,TV Show,The Real Housewives of Beverly Hills,,"April 15, 2021",2010,7.6,10 Seasons,Reality,Hulu
s791,Movie,The State of Texas vs. Melissa,,"April 15, 2021",2020,5.6,102 min,Documentaries,Hulu
s792,TV Show,Valley Grown,,"April 15, 2021",2020,6.0,1 Season,News,Hulu
s793,TV Show,Younger,,"April 15, 2021",2015,7.3,7 Seasons,"Comedy, Drama, Romance",Hulu
s794,TV Show,The First 100 Days: President Biden Takes Office,,"April 14, 2021",2021,7.8,1 Season,News,Hulu
s795,TV Show,The First 100 Days: Rep. Nancy Mace and Rep. Marilyn Strickland,,"April 14, 2021",2021,,1 Season,News,Hulu
s796,TV Show,Cleveland Clinic: A Century of Care,,"April 12, 2021",2021,,1 Season,Documentaries,Hulu
s797,Movie,Paranormal Activity 4,,"April 12, 2021",2012,,87 min,"Horror, Thriller",Hulu
s798,Movie,Spontaneous,,"April 12, 2021",2020,4.7,102 min,"Comedy, Horror",Hulu
s799,TV Show,ABC This Week,,"April 11, 2021",1933,6.5,4 Seasons,News,Hulu
s800,TV Show,ABC World News Tonight With David Muir,,"April 10, 2021",1953,6.4,2 Seasons,News,Hulu
s801,Movie,Knuckledust,,"April 10, 2021",2020,,105 min,"Action, Thriller",Hulu
s802,Movie,Everything's Gonna Be Okay,,"April 9, 2021",2020,4.8,,"Comedy, Drama",Hulu
s803,Movie,Hope & Desperation: Emergency at the Border,,"April 9, 2021",2021,7.4,,News,Hulu
s804,Movie,"Quo Vadis, Aida?",,"April 9, 2021",2020,,104 min,"Action, Adventure, Drama",Hulu
s805,Movie,Stars Fell on Alabama,,"April 9, 2021",2021,8.0,103 min,"Comedy, Romance",Hulu
s806,TV Show,The Bridge,,"April 9, 2021",2013,5.7,2 Seasons,"Crime, Drama",Hulu
s807,Movie,The Standard,,"April 9, 2021",2020,8.6,92 min,Documentaries,Hulu
s808,TV Show,The World Ends with You: The Animation,,"April 9, 2021",2021,6.0,1 Season,"Action, Anime, Thriller",Hulu
s809,Movie,A Christmas Hero,,"April 8, 2021",2020,,86 min,Drama,Hulu
s810,Movie,Crock of Gold: A Few Rounds With Shane MacGowan,,"April 8, 2021",2020,4.0,130 min,"Documentaries, Music",Hulu
s811,Movie,Ip Man: Kung Fu Master,,"April 8, 2021",2019,7.7,84 min,"Action, Sports",Hulu
s812,Movie,Girl,,"April 5, 2021",2020,4.6,90 min,"Mystery, Thriller",Hulu
s813,Movie,Malika the Lion Queen,,"April 5, 2021",2021,6.3,,"Documentaries, Science & Technology",Hulu
s814,TV Show,Megalobox,,"April 4, 2021",2018,6.9,2 Seasons,"Action, Anime, Drama",Hulu
s815,Movie,The Masters,,"April 4, 2021",2008,7.8,,Sports,Hulu
s816,Movie,Blair Witch,,"April 3, 2021",2016,7.8,89 min,"Horror, Thriller",Hulu
s817,TV Show,Hysterical,,"April 3, 2021",2021,6.5,1 Season,"Comedy, Documentaries",Hulu
s818,TV Show,Law & Order: Organized Crime,,"April 2, 2021",2021,5.2,1 Season,"Action, Crime, Drama",Hulu
s819,TV Show,The Real Housewives of New York City,,"April 2, 2021",2008,7.7,12 Seasons,Reality,Hulu
s820,Movie,WeWork: or The Making and Breaking of a $47 Billion Unicorn,,"April 2, 2021",2021,5.0,102 min,Documentaries,Hulu
s821,Movie,28 Days Later,,"April 1, 2021",2003,,113 min,"Drama, Horror, Science Fiction",Hulu
s822,Movie,A Hologram for the King,,"April 1, 2021",2016,7.5,98 min,"Comedy, Drama",Hulu
s823,TV Show,Amy Schumer Learns to Cook,,"April 1, 2021",2020,6.1,1 Season,"Cooking & Food, Lifestyle & Culture",Hulu
s824,TV Show,Assume the Position with Mr. Wuhl,,"April 1, 2021",2006,5.4,1 Season,"Comedy, Documentaries, History",Hulu
s825,Movie,Blippi's Great Green Adventure,,"April 1, 2021",2021,8.4,42 min,Kids,Hulu
s826,TV Show,Caribbean Life,,"April 1, 2021",2014,,6 Seasons,"Family, Lifestyle & Culture, Reality",Hulu
s827,Movie,Chappaquiddick,,"April 1, 2021",2017,6.6,106 min,Drama,Hulu
s828,TV Show,Chopped,,"April 1, 2021",2000,6.4,17 Seasons,"Cooking & Food, Family, Lifestyle & Culture",Hulu
s829,TV Show,Chopped Sweets,,"April 1, 2021",2019,7.4,1 Season,"Cooking & Food, Lifestyle & Culture",Hulu
s830,TV Show,"Diners, Drive-Ins and Dives",,"April 1, 2021",2006,6.4,8 Seasons,"Cooking & Food, Family, Lifestyle & Culture",Hulu
s831,TV Show,Extreme Makeover: Home Edition,,"April 1, 2021",2020,7.3,1 Season,"Lifestyle & Culture, Reality",Hulu
s832,TV Show,Guy's Grocery Games,,"April 1, 2021",2013,6.3,10 Seasons,"Cooking & Food, Family, Lifestyle & Culture",Hulu
s833,TV Show,My Little Pony: Pony Life,,"April 1, 2021",2020,6.7,1 Season,Kids,Hulu
s834,TV Show,Naked and Afraid XL,,"April 1, 2021",2015,4.9,2 Seasons,"Adventure, Documentaries, Reality",Hulu
s835,TV Show,Say Yes to the Dress,,"April 1, 2021",2014,7.3,5 Seasons,"Family, Lifestyle & Culture, Reality",Hulu
s836,Movie,Second Act,,"April 1, 2021",2018,5.6,104 min,"Comedy, Romance",Hulu
s837,Movie,Shrek 2,,"April 1, 2021",2004,5.8,120 min,"Adventure, Cartoons, Comedy",Hulu
s838,Movie,Shrek 2 (en Español),,"April 1, 2021",2004,7.4,93 min,"Action, Adventure, Comedy",Hulu
s839,Movie,Sleeping with the Enemy,,"April 1, 2021",1991,,98 min,"Drama, Horror, Thriller",Hulu
s840,Movie,So I Married An Axe Murderer,,"April 1, 2021",1993,6.3,93 min,"Comedy, Romance",Hulu
s841,Movie,Step Up Revolution,,"April 1, 2021",2012,6.5,98 min,"Drama, Music, Romance",Hulu
s842,TV Show,The Black Full Monty,,"April 1, 2021",2020,6.4,1 Season,Documentaries,Hulu
s843,TV Show,Tournament of Champions,,"April 1, 2021",2020,,1 Season,"Cooking & Food, Lifestyle & Culture, Reality",Hulu
s844,TV Show,Undercover Billionaire,,"April 1, 2021",2019,5.7,1 Season,Reality,Hulu
s845,TV Show,Unikitty,,"April 1, 2021",2017,7.6,3 Seasons,"Action, Adventure, Comedy",Hulu
s846,TV Show,Vegas Chef Prizefight,,"April 1, 2021",2020,5.6,1 Season,"Cooking & Food, Lifestyle & Culture, Reality",Hulu
s847,Movie,Zappa,,"April 1, 2021",2020,6.4,128 min,"Documentaries, Music",Hulu
s848,Movie,Juda,,"March 30, 2021",2017,7.3,,"Action, Adventure, Crime",Hulu
s849,TV Show,ABCNL Prime With Linsey Davis,,"March 29, 2021",2020,6.8,1 Season,News,Hulu
s850,TV Show,All of Us,,"March 29, 2021",2003,,4 Seasons,"Comedy, Sitcom",Hulu
s851,TV Show,RuPaul's Drag Race All Stars,,"March 29, 2021",2012,7.6,4 Seasons,"Black Stories, LGBTQ+, Lifestyle & Culture",Hulu
s852,TV Show,My Hero Academia,,"March 27, 2021",2016,8.5,5 Seasons,"Action, Anime, Comedy",Hulu
s853,Movie,5 Years Apart,,"March 26, 2021",2019,8.2,77 min,"Comedy, Drama",Hulu
s854,Movie,Blood Moon,,"March 26, 2021",2021,5.6,82 min,"Drama, Horror, Science Fiction",Hulu
s855,TV Show,Solar Opposites,,"March 26, 2021",2020,6.9,2 Seasons,"Adult Animation, Comedy, Science Fiction",Hulu
s856,Movie,The Hurricane Heist,,"March 26, 2021",2018,7.9,103 min,"Action, Adventure",Hulu
s857,Movie,Collective,,"March 25, 2021",2019,5.1,114 min,Documentaries,Hulu
s858,Movie,Shortcut,,"March 25, 2021",2020,8.1,81 min,"Horror, Thriller",Hulu
s859,Movie,The Orange Years: The Nickelodeon Story,,"March 25, 2021",2018,4.1,102 min,Documentaries,Hulu
s860,Movie,100% Wolf,,"March 23, 2021",2020,7.5,96 min,Comedy,Hulu
s861,TV Show,Breeders,,"March 23, 2021",2020,5.6,2 Seasons,"Comedy, Sitcom",Hulu
s862,TV Show,Genius,,"March 22, 2021",2017,7.6,3 Seasons,"Drama, History",Hulu
s863,TV Show,Teen Wolf,,"March 22, 2021",2011,8.2,6 Seasons,"Comedy, Drama, Horror",Hulu
s864,TV Show,The Gloaming,,"March 21, 2021",2020,7.7,1 Season,"Drama, Mystery",Hulu
s865,TV Show,Catfish: The TV Show,,"March 20, 2021",2012,6.6,8 Seasons,"Documentaries, Reality, Teen",Hulu
s866,Movie,Hunter Hunter,,"March 19, 2021",2020,7.1,93 min,"Horror, Thriller",Hulu
s867,Movie,Odd Man Rush,,"March 19, 2021",2020,9.0,85 min,"Comedy, Romance",Hulu
s868,TV Show,ABC News Exclusive: President Joe Biden with George Stephanopoulos,,"March 18, 2021",2021,5.4,1 Season,News,Hulu
s869,TV Show,TrueSouth,,"March 18, 2021",2018,,3 Seasons,"Cooking & Food, Lifestyle & Culture",Hulu
